immediate_code,immediate_name,pop_total,pop_elderly,gdp_total,pop_urban,n_municipalities,pct_elderly,gdp_per_capita,urbanization_rate
230007,Russas - Limoeiro do Norte,377850,63689.0,7260480,219659.0,15,16.85563054122006,19215.244144501787,58.13391557496361
230008,Aracati,153077,22884.0,3079988,82844.0,5,14.949339221437578,20120.514512304264,54.11916878433729
230009,Iguatu,300665,56347.0,4348740,185842.0,10,18.740791246071208,14463.738712520579,61.81032045632182
230010,Icó,106975,19392.0,1236821,60841.0,5,18.127599906520214,11561.776115914934,56.87403598971722
230011,Juazeiro do Norte,859380,126321.0,12397580,572396.0,22,14.699085387139565,14426.190974888874,66.60569247597104
230012,Brejo Santo,185853,29259.0,2420017,99685.0,8,15.743087278655713,13021.134983024218,53.63647613974485
230013,Crateús,255571,46578.0,2837552,148300.0,10,18.225072484749834,11102.793352923454,58.026927937833314
230014,Tauá,100101,18275.0,1070749,50244.0,3,18.256560873517746,10696.686346789742,50.19330476219018
230015,Sobral,588895,83284.0,9935610,385523.0,23,14.14241927678109,16871.61548323555,65.46549045245756
230016,São Benedito - Ipu - Guaraciaba do Norte - Tianguá,410819,60168.0,5946385,195987.0,11,14.645865940961835,14474.464423505242,47.706410852467876
230017,Acaraú,222111,26408.0,3424500,87737.0,6,11.889550720135428,15417.966692329512,39.5014204609407
230018,Camocim,142699,18881.0,1552560,89487.0,4,13.231347101241072,10879.96412028115,62.71032032459934
240001,Natal,1607582,233769.0,41073449,1278836.0,24,14.541653240705607,25549.831361635053,79.55028110541174
240002,Santo Antônio - Passa e Fica - Nova Cruz,134394,20586.0,1751246,82606.0,13,15.317648109290595,13030.685893715494,61.46554161644121
240003,Canguaretama,134476,17329.0,2725646,81672.0,9,12.886314286564145,20268.642731788572,60.73351378684673
240004,Santa Cruz,92110,14550.0,1269243,63807.0,9,15.796330474432743,13779.643904027793,69.2726088372598
240005,João Câmara,71092,9624.0,3275352,44622.0,10,13.537388173071513,46072.01935520171,62.76655601192821
240006,São Paulo do Potengi,63762,10757.0,1001135,38530.0,10,16.870549857281766,15701.122925880618,60.42784103384461
240007,Caicó,173030,30969.0,3233566,140754.0,15,17.89805236086228,18687.89227301624,81.34658729700051
240008,Currais Novos,111178,19170.0,2065322,77417.0,9,17.242619942794438,18576.714817679756,69.6333807048157
240009,Mossoró,465058,67599.0,13185153,356827.0,17,14.535606311470827,28351.6314094156,76.72741894559388
240010,Pau dos Ferros,227363,40298.0,3089359,151559.0,34,17.724079995425818,13587.782532777981,66.65948285341062
240011,Açu,222684,33240.0,7511264,148361.0,17,14.926981731960984,33730.59582188213,66.62400531695137
250001,João Pessoa,1428446,202655.0,37716468,1163695.0,22,14.187095626996049,26403.845857666303,81.46580269747685
250002,Guarabira,304632,50105.0,4605408,199220.0,26,16.44771396307676,15117.939021507918,65.39693794479898
250003,Mamanguape - Rio Tinto,146496,20459.0,2130946,85395.0,10,13.965569025775448,14546.103647881171,58.291693971166445
250004,Itabaiana,63422,10797.0,810880,36571.0,5,17.024061051370186,12785.468764781937,57.66295607202549
250005,Campina Grande,938502,146289.0,16745751,635893.0,47,15.587500079914587,17843.063733481657,67.7561688733748
250006,Cuité - Nova Floresta,87733,15813.0,982183,55911.0,10,18.024004650473596,11195.13751951945,63.728585594930074
250007,Monteiro,54965,9724.0,918275,32737.0,7,17.691258073319386,16706.54052578914,59.559719821704725
250008,Sumé,51779,9840.0,592158,31534.0,8,19.003843256918827,11436.257942409085,60.901137526796575
250009,Patos,254580,39839.0,4034184,189427.0,26,15.648911933380468,15846.429413151072,74.40765181868176
250010,Itaporanga,118087,19886.0,1378755,75316.0,15,16.840126347523434,11675.756010399113,63.78009433722595
250011,Catolé do Rocha - São Bento,113431,18433.0,1646939,79098.0,10,16.25040773686206,14519.302483448088,69.73226014052597
250012,Pombal,64835,11944.0,896893,43178.0,7,18.422148530886094,13833.469576617568,66.5967455849464
250013,Princesa Isabel,58299,9246.0,628970,32225.0,5,15.859620233623218,10788.69277346095,55.27539065850186
250014,Sousa,138166,24573.0,2132825,87081.0,13,17.78512803439341,15436.684857345512,63.02635959642748
250015,Cajazeiras,151314,25725.0,2249694,91397.0,12,17.001070621356913,14867.718783456918,60.402209973961426
260001,Recife,3786806,599245.0,124882216,3628138.0,16,15.824549765686438,32978.24499063327,95.80997811876288
260002,Goiana ¿ Timbaúba,328710,48277.0,14187718,244299.0,11,14.68680599920903,43161.80828085547,74.32052569133887
260003,Palmares,199392,27586.0,2562364,165465.0,10,13.835058578077355,12850.886695554485,82.98477371208473
260004,Limoeiro,210499,35001.0,2730099,124782.0,8,16.62763243530848,12969.653062484858,59.27914146860556
260005,Vitória de Santo Antão,203967,29052.0,5807800,154439.0,4,14.243480563032254,28474.213965984694,75.7176405987243
260006,Carpina,173600,25862.0,3526648,146874.0,6,14.897465437788018,20314.79262672811,84.60483870967742
260007,Barreiros - Sirinhaém,140112,16232.0,2293195,97445.0,5,11.585017700125613,16366.87078908302,69.54793308210574
260008,Surubim,134253,21167.0,1539353,67158.0,6,15.766500562371046,11466.060348744535,50.02346316283435
260009,Caruaru,1079264,146094.0,18488948,801096.0,24,13.536447060218816,17131.07080380704,74.22613929492692
260010,Garanhuns,537904,79109.0,8267450,320873.0,22,14.706899372378714,15369.74999256373,59.65246586751539
260011,Arcoverde,375941,51939.0,4456109,191370.0,11,13.815731723860925,11853.213669166173,50.90426423295145
260012,Belo Jardim ¿ Pesqueira,248082,37128.0,5764868,165600.0,7,14.966019300070139,23237.75203360179,66.75212228214863
260013,Serra Talhada,318775,45543.0,5428001,173911.0,13,14.286879460434477,17027.687240216455,54.556034820798374
260014,Afogados da Ingazeira,184940,31269.0,2205688,113686.0,12,16.90764572293717,11926.505893803396,61.471828701200394
260015,Petrolina,500932,51930.0,9657166,260989.0,6,10.366676514976085,19278.3970678655,52.10068432441928
260016,Araripina,319438,43174.0,3868971,165062.0,10,13.515611793211828,12111.805733820021,51.6726250477401
260017,Salgueiro,180677,24953.0,2556484,110531.0,9,13.810833697703636,14149.471155708807,61.17602129767485
260018,Escada - Ribeirão,135639,18598.0,2590443,120492.0,5,13.711395690030153,19098.06913940681,88.83285780638313
270001,Maceió,1264678,163991.0,35403952,1153775.0,13,12.967016110029588,27994.43969136808,91.23073224963191
270002,Porto Calvo - São Luís do Quitunde,193720,21429.0,4948822,134470.0,13,11.061841833574231,25546.262647119554,69.4146190377865
270003,Penedo,176944,23461.0,4358703,119544.0,7,13.258997196853242,24633.234243602496,67.56035807939234
270004,São Miguel dos Campos,135193,17717.0,3450177,109835.0,6,13.104968452508636,25520.3819724394,81.24311169957025
270005,União dos Palmares,139937,18162.0,4972540,106816.0,6,12.978697556757684,35534.133217090544,76.3314920285557
270006,Atalaia,104456,14239.0,2836160,77667.0,7,13.631576931913916,27151.71938423834,74.35379489928773
270007,Arapiraca,546190,71804.0,12651303,309333.0,17,13.146341016862264,23162.82429191307,56.63468756293597
270008,Palmeira dos Índios,166403,26330.0,2636346,92037.0,9,15.823032036682031,15843.139847238332,55.30969994531348
270009,Delmiro Gouveia,148868,19651.0,1987723,72340.0,7,13.200284816078675,13352.251659188005,48.59338474353118
270010,Santana do Ipanema,137196,17751.0,1565582,63651.0,9,12.938423860753959,11411.280212251086,46.39420974372431
270011,Pão de Açúcar - Olho d'Água das Flores ¿ Batalha,114098,14686.0,1454312,58392.0,8,12.871391260144788,12746.165576960157,51.177058318287784
280001,Aracaju,1153038,150415.0,31024344,953090.0,20,13.045103457128038,26906.61018977692,82.65902771634586
280002,Estância,231300,30397.0,4456169,136692.0,10,13.141807176826632,19265.754431474277,59.097276264591436
280003,Propriá,148130,20487.0,2452346,87403.0,16,13.830419226355229,16555.363532032676,59.004253020995066
280004,Itabaiana,252041,35730.0,4650993,143692.0,14,14.176264972762368,18453.31910284438,57.01135926297706
280005,Lagarto,255448,37282.0,4113243,125399.0,6,14.594751182236699,16102.075569196079,49.089834330274655
280006,Nossa Senhora da Glória,170047,20298.0,5164301,74090.0,9,11.936699853569896,30369.844807612015,43.57030703276153
290001,Salvador,3485014,534315.0,140308955,3562467.0,16,15.331789197977397,40260.65748946776,100.0
290002,Alagoinhas,464031,67128.0,10007377,288713.0,17,14.466274882497073,21566.1820007715,62.21847247274428
290003,Santo Antônio de Jesus,284366,42970.0,4918231,164900.0,14,15.11080790249186,17295.425613469964,57.988648431950374
290004,Cruz das Almas,271425,43034.0,3809287,159600.0,12,15.854840195265727,14034.39992631482,58.80077369439072
290005,Valença,226779,30960.0,5039492,133059.0,8,13.652057730213116,22222.039959608253,58.673422142261856
290006,Nazaré ¿ Maragogipe,166560,26795.0,2071429,120697.0,7,16.08729586935639,12436.533381364074,72.46457732949088
290007,Ilhéus ¿ Itabuna,643280,108762.0,12899062,557112.0,22,16.907412013431163,20052.01778385773,86.60489988807363
290008,Teixeira de Freitas,430826,64324.0,9698313,319483.0,13,14.930389530808261,22510.974268033962,74.1559237371932
290009,Eunápolis - Porto Seguro,394077,46984.0,9150084,273639.0,8,11.922543056306255,23219.025723399234,69.43795248136786
290010,Camacan,126282,21556.0,1651438,103215.0,8,17.06973282019607,13077.382366449692,81.73373877512235
290011,Vitória da Conquista,868064,140069.0,14011175,523490.0,30,16.13579183101707,16140.716583109079,60.305461348472
290012,Jequié,345334,58067.0,5717512,271603.0,16,16.814735878888264,16556.469968204696,78.64936554176536
290013,Brumado,227060,41932.0,3550299,107873.0,12,18.467365454065003,15635.950849995595,47.50858803840395
290014,Ipiaú,209562,34151.0,3715455,147665.0,13,16.296370525190635,17729.621782575086,70.46363367404396
290015,Itapetinga,140170,22868.0,2596326,126837.0,6,16.31447528001712,18522.693871727188,90.48797888278519
290016,Guanambi,463740,80692.0,6464345,232359.0,24,17.40026739121059,13939.588993832751,50.105447017725446
290017,Bom Jesus da Lapa,217476,33144.0,2887932,95074.0,7,15.240302378193457,13279.313579429454,43.71700785374018
290018,Barreiras,523033,61115.0,30170755,283375.0,17,11.68473117375003,57684.228337408924,54.17918181070793
290019,Santa Maria da Vitoria,138896,22763.0,6277171,67985.0,7,16.38852090772952,45193.31730215413,48.94669392927082
290020,Irecê,397532,58984.0,5329562,229929.0,19,14.837547669118461,13406.623869273417,57.839117354074645
290021,Xique-Xique ¿ Barra,213485,32314.0,2373825,110245.0,10,15.136426446822963,11119.399489425487,51.64063048926154
290022,Juazeiro,538995,69264.0,10278780,307099.0,9,12.850583029527177,19070.2696685498,56.976224269241825
290023,Senhor do Bonfim,293267,44904.0,5366512,149395.0,9,15.311644337753652,18299.06535682501,50.94163339209662
290024,Paulo Afonso,189141,26844.0,4863923,122902.0,7,14.192586483099909,25715.857481984338,64.97903680323145
290025,Ribeira do Pombal,192644,30981.0,2236795,93467.0,7,16.08199580573493,11611.028633126389,48.51799173605199
290026,Euclides da Cunha,188052,30926.0,1989197,62357.0,5,16.445451258162635,10577.909301682514,33.15944525982175
290027,Cícero Dantas,116122,20461.0,1676973,51535.0,6,17.620261449165532,14441.475344895885,44.38004856960783
290028,Jeremoabo,94069,14407.0,1003171,39941.0,5,15.315353623404096,10664.203935409114,42.45925862930402
290029,Feira de Santana,1213515,180394.0,27372188,809055.0,33,14.865411634796438,22556.11838337392,66.6703749026588
290030,Jacobina,310892,49382.0,4709931,190506.0,16,15.883972569252345,15149.73366957014,61.27722810493677
290031,Itaberaba,211224,33923.0,2587254,144868.0,12,16.06020149225467,12248.863765481196,68.58500927924857
290032,Conceição do Coité,196609,30687.0,2332937,99611.0,7,15.60813594494657,11865.87084009379,50.66451688376422
290033,Serrinha,180254,26216.0,2260926,82730.0,5,14.543921355420682,12543.000432722714,45.89634626693444
290034,Seabra,179850,27963.0,3291234,69690.0,10,15.547956630525439,18299.883236030026,38.7489574645538
310001,Belo Horizonte,5045254,858060.0,237609060,4731289.0,29,17.007270595296095,47095.55950998701,93.77702292094709
310002,Sete Lagoas,406970,70981.0,25956996,334634.0,19,17.441334742118585,63781.104258299136,82.22571688330835
310003,Santa Bárbara - Ouro Preto,256290,41286.0,39127105,207148.0,6,16.10909516563268,152667.31046860976,80.82562721916578
310004,Curvelo,178891,34218.0,6833360,148792.0,11,19.127848801784328,38198.45604306533,83.17467060947727
310005,Itabira,148463,27315.0,15703002,121254.0,9,18.398523537851183,105770.47479843463,81.67287472299496
310006,Montes Claros,740732,114302.0,16659189,542355.0,32,15.430952085234606,22490.1705340123,73.21878898170998
310007,Janaúba,210647,31052.0,4299174,134413.0,11,14.741249578679023,20409.37682473522,63.80959614900759
310008,Salinas,182448,32262.0,2583469,104693.0,14,17.68284661931071,14160.029158993248,57.38237744453214
310009,Januária,143105,23114.0,1648520,82650.0,8,16.15177666748192,11519.65340134866,57.754795429929075
310010,Pirapora,133939,21129.0,5098524,122086.0,7,15.77509164619715,38066.01512628883,91.15044908503125
310011,São Francisco,104901,15369.0,1594272,57617.0,6,14.650956616238167,15197.872279577889,54.92511987492969
310012,Espinosa,91855,17985.0,1113803,51772.0,8,19.579772467475916,12125.665450982528,56.36274563170214
310013,Teófilo Otoni,452413,83285.0,7653437,303097.0,27,18.409064284182815,16916.925464122385,66.99564336126504
310014,Capelinha,161864,24182.0,3043503,96241.0,10,14.93970246626798,18802.84065635348,59.45793999901151
310015,Almenara,162377,31165.0,2102420,120125.0,14,19.19298915486799,12947.769696447156,73.97907339093591
310016,Diamantina,126317,21738.0,2239060,87242.0,13,17.209085079601323,17725.72179516613,69.06592145158609
310017,Araçuaí,95307,17969.0,1241617,54622.0,8,18.85380926899388,13027.553065357213,57.31163503205431
310018,Pedra Azul,90907,16046.0,1356285,65143.0,7,17.651005973137384,14919.478147997404,71.65894815580758
310019,Águas Formosas,47618,8807.0,681337,34652.0,7,18.495106892351632,14308.391784619262,72.77080095762106
310020,Governador Valadares,418290,79208.0,9733728,369612.0,26,18.936144779937365,23270.286165100766,88.36261923545865
310021,Guanhães,184026,35326.0,3437358,109114.0,20,19.19620053688066,18678.654103224544,59.29270863899666
310022,Mantena,60356,12440.0,986396,45019.0,7,20.611041155808866,16342.96507389489,74.58910464576844
310023,Aimorés - Resplendor,58359,12179.0,1291209,42026.0,5,20.86910330882983,22125.27630699635,72.01288575883754
310024,Ipatinga,597416,108243.0,30683771,548147.0,22,18.118530471229427,51360.812231342985,91.75298284612397
310025,Caratinga,226302,43487.0,4451338,153262.0,16,19.216356903606684,19669.901282357205,67.7245450769326
310026,João Monlevade,151665,29931.0,15109035,124501.0,6,19.734942142221342,99621.10572643655,82.08947351069791
310027,Juiz de Fora,711921,147262.0,24196734,644997.0,29,20.685160291661575,33987.948100983114,90.59951876682946
310028,Manhuaçu,353515,59039.0,8261997,205472.0,24,16.700564332489428,23370.994158663707,58.12256905647568
310029,Ubá,267231,50311.0,7659768,216816.0,17,18.826782820855364,28663.47092964514,81.13429953860144
310030,Ponte Nova,178512,37559.0,4249585,130249.0,19,21.04004212601954,23805.59850318186,72.96372232679036
310031,Muriaé,176380,34652.0,4010223,139780.0,12,19.646218392107947,22736.268284385984,79.2493479986393
310032,Cataguases,170181,37552.0,3646720,156752.0,10,22.065918051956444,21428.479089910154,92.10898984022893
310033,Viçosa,166631,32969.0,3347174,113897.0,12,19.7856341257029,20087.342691335947,68.35282750508608
310034,Carangola,111663,20894.0,1914584,68910.0,9,18.711659188809186,17146.09136419405,61.71247414094194
310035,São João Nepomuceno - Bicas,71610,15515.0,1441167,63706.0,9,21.66596844016199,20125.219941348972,88.96243541404831
310036,Além Paraíba,52192,11406.0,1862079,49129.0,5,21.853923973022685,35677.47930717351,94.13128448804414
310037,Barbacena,222672,44394.0,5912778,180317.0,14,19.936947618021126,26553.756197456347,80.97874901199972
310038,Conselheiro Lafaiete,347540,63891.0,20565925,260049.0,21,18.383783161650456,59175.70639350866,74.82563158197617
310039,São João del Rei,187135,37409.0,5879913,150365.0,14,19.990381275549737,31420.70163251129,80.3510834424346
310040,Varginha,198302,34978.0,10129213,168067.0,5,17.638753013081057,51079.731924035055,84.75305342356607
